_id,title,addr1,sigungucode,eventstartdate,eventenddate,contentid,activation_rate,firstimage,mapx,mapy
676493f3ad8a746cbcbdf7fe,인천수학축전,인천광역시 서구 봉수대로 806 (연희동),226,20241025,20241026,3020186,12.45%,http://tong.visitkorea.or.kr/cms/resource/29/3382329_image2_1.jpg,126.6641529930,37.5481230092
676493f3ad8a746cbcbdf7ff,세계를 품은 인천교육 한마당,인천광역시 연수구 센트럴로 123 (송도동),229,20241029,20241030,3011126,8.43%,http://tong.visitkorea.or.kr/cms/resource/89/3365189_image2_1.jpg,126.6466173186,37.3900244069
676493f3ad8a746cbcbdf800,문화 올데이 연수!,인천광역시 연수구 원인재로 115 (동춘동),229,20240601,20240601,2990417,14.98%,http://tong.visitkorea.or.kr/cms/resource/84/3301784_image2_1.jpg,126.6783277871,37.4091949621
676493f3ad8a746cbcbdf801,신송도해변축제,인천광역시 연수구 아암대로 764 (송도동),229,20240810,20240815,2989846,4.09%,http://tong.visitkorea.or.kr/cms/resource/44/2989844_image2_1.jpg,126.6562495239,37.3990651932
676493f3ad8a746cbcbdf802,응신에게 효(孝)를 묻다,인천광역시 계양구 향교로 19 부평향교(지정문화재),222,20240504,20240504,2987482,13.55%,http://tong.visitkorea.or.kr/cms/resource/79/3115779_image2_1.jpg,126.7207175131,37.5395472304
676493f3ad8a746cbcbdf803,가족의 달 어린이 축제,인천광역시 중구 구읍로 63 (중산동),227,20240505,20240505,2986679,26.73%,http://tong.visitkorea.or.kr/cms/resource/08/3304508_image2_1.jpg,126.5777264136,37.4891227900
676493f3ad8a746cbcbdf804,생물사랑 어린이 축제,인천광역시 서구 환경로 42,226,20240504,20240504,2978145,5.27%,http://tong.visitkorea.or.kr/cms/resource/28/3115728_image2_1.png,126.6368245602,37.5614876375
676493f3ad8a746cbcbdf805,영종 세계음식축제,인천광역시 중구 하늘달빛로2번길 6 (중산동),227,20240928,20240929,2867345,27.51%,http://tong.visitkorea.or.kr/cms/resource/93/3371393_image2_1.jpg,126.5658249252,37.4818067643
676493f3ad8a746cbcbdf806,2024 배다리 책피움 한마당,인천광역시 동구 금곡로 18-10,223,20241019,20241019,2861717,7.22%,http://tong.visitkorea.or.kr/cms/resource/31/3379631_image2_1.jpg,126.6374741978,37.4725674340
676493f3ad8a746cbcbdf807,연수 능허대 문화축제,인천광역시 연수구 센트럴로 350 (송도동),229,20241004,20241006,2849159,9.72%,http://tong.visitkorea.or.kr/cms/resource/15/3359015_image2_1.jpg,126.6305766927,37.4052529114
676493f3ad8a746cbcbdf808,시민창작예술축제 학산마당극놀래,인천광역시 미추홀구 경인로 216-1 (도화동),224,20240928,20240928,2829118,7.84%,http://tong.visitkorea.or.kr/cms/resource/46/3333846_image2_1.jpg,126.6663190490,37.4631995872
676493f3ad8a746cbcbdf809,인천아트북페어,인천광역시 중구 제물량로218번길 3 (해안동1가),227,20240601,20240601,2820560,38.92%,http://tong.visitkorea.or.kr/cms/resource/56/3330756_image2_1.jpg,126.6205007453,37.4726060191
676493f3ad8a746cbcbdf80a,달빛가득 부평향교,인천광역시 계양구 향교로 19 부평향교(지정문화재),222,20241017,20241017,2816928,5.24%,http://tong.visitkorea.or.kr/cms/resource/67/3403967_image2_1.JPG,126.7207175131,37.5395472304
676493f3ad8a746cbcbdf80b,인천 독서대전,인천광역시 서구 크리스탈로 59 (청라동),10,20240928,20240929,2764526,1.66%,http://tong.visitkorea.or.kr/cms/resource/66/3358366_image2_1.jpg,126.6363115770,37.5306689917
676493f3ad8a746cbcbdf80c,청라 와인 페스티벌,인천광역시 서구 청라대로 88 (청라동),226,20241005,20241006,2615209,0.49%,http://tong.visitkorea.or.kr/cms/resource/76/3404576_image2_1.jpg,126.6344312567,37.5283914454
676493f3ad8a746cbcbdf80d,정서진 아라뱃길 카약축제,인천광역시 서구 정서진1로 41,226,20240615,20240615,2597631,4.53%,http://tong.visitkorea.or.kr/cms/resource/96/3305096_image2_1.jpg,126.6074773243,37.5584902454
676493f3ad8a746cbcbdf80e,뮤직 플로우 페스티벌,인천광역시 부평구 아트센터로 166 (십정동),225,20240830,20240831,2562080,7.62%,http://tong.visitkorea.or.kr/cms/resource/62/3383962_image2_1.JPG,126.7049455502,37.4822897181
676493f3ad8a746cbcbdf80f,동인천 낭만축제&낭만놀이터,인천광역시 동구 화도진로 53 (송현동),223,20241016,20241020,2560781,1.89%,http://tong.visitkorea.or.kr/cms/resource/40/3013740_image2_1.jpg,126.6319301493,37.4765252097
676493f3ad8a746cbcbdf810,정서진 피크닉 클래식,인천광역시 서구 청라대로 88 (청라동),226,20240921,20240921,2553977,3.96%,http://tong.visitkorea.or.kr/cms/resource/35/3361535_image2_1.jpg,126.6344312567,37.5283914454
676493f3ad8a746cbcbdf811,인천개항장 문화유산 야행,인천광역시 중구 신포로27번길 80 (관동1가),227,20240608,20240609,2408959,36.19%,http://tong.visitkorea.or.kr/cms/resource/67/3113867_image2_1.jpg,126.6213645301,37.4735225945
676493f3ad8a746cbcbdf812,인천과학대제전,인천광역시 서구 봉수대로 806 (연희동),226,20241025,20241026,2043285,12.45%,http://tong.visitkorea.or.kr/cms/resource/50/3382250_image2_1.jpg,126.6641529930,37.5481230092
676493f3ad8a746cbcbdf813,인천어린이과학관 신나는 어린이날,인천광역시 계양구 방축로 21,222,20240505,20240505,1806117,-3.77%,http://tong.visitkorea.or.kr/cms/resource/10/3114110_image2_1.jpg,126.7398293160,37.5517544834
676493f3ad8a746cbcbdf814,화도진 축제,인천광역시 동구 화도진로 53 (송현동),223,20240510,20240512,1621746,1.88%,http://tong.visitkorea.or.kr/cms/resource/61/3304961_image2_1.jpg,126.6319301493,37.4765252097
676493f3ad8a746cbcbdf815,삼랑성역사문화축제,인천광역시 강화군 길상면 전등사로 37-41,230,20241005,20241013,1398149,19.29%,http://tong.visitkorea.or.kr/cms/resource/44/2857144_image2_1.JPG,126.4864502499,37.6314879476
676493f3ad8a746cbcbdf816,인천 송도맥주축제,인천광역시 연수구 센트럴로 350 달빛축제공원,229,20240823,20240831,1365676,10.98%,http://tong.visitkorea.or.kr/cms/resource/77/2607177_image2_1.jpg,126.6305766927,37.4052529114
676493f3ad8a746cbcbdf817,부평풍물대축제,인천광역시 부평구 부평대로 60 (부평동),225,20240927,20240929,1266642,3.59%,http://tong.visitkorea.or.kr/cms/resource/00/3383900_image2_1.jpg,126.7229990543,37.4968022399
676493f3ad8a746cbcbdf818,2024 인천국제디자인페어,인천광역시 연수구 컨벤시아대로 204 (송도동),229,20241031,20241102,1129018,10.46%,http://tong.visitkorea.or.kr/cms/resource/40/3378240_image2_1.jpg,126.6402096434,37.3873468272
676493f3ad8a746cbcbdf819,인천펜타포트 락 페스티벌,인천광역시 연수구 센트럴로 350,229,20240802,20240804,561027,11.10%,http://tong.visitkorea.or.kr/cms/resource/33/2953133_image2_1.jpg,126.6324847807,37.4078332011
676493f3ad8a746cbcbdf81a,인천대공원 범시민 벚꽃축제,인천광역시 남동구 장수동,228,20240406,20240407,527212,14.33%,http://tong.visitkorea.or.kr/cms/resource/16/3111916_image2_1.jpg,126.7615022096,37.4570186565
676493f3ad8a746cbcbdf81b,소래포구 축제,인천광역시 남동구 장도로 86-17,228,20240927,20240929,506809,4.48%,http://tong.visitkorea.or.kr/cms/resource/40/3338840_image2_1.jpg,126.7393253184,37.3979806750
676493f3ad8a746cbcbdf81c,구름이 걷히니 달이 비치고 바람 부니 별이 빛난다,서울특별시 중구 을지로 281 (을지로7가),24,20240815,20250430,3423265,2.51%,http://tong.visitkorea.or.kr/cms/resource/43/3423243_image2_1.jpg,127.0095709797,37.5661076320
676493f3ad8a746cbcbdf81d,Link:연결,서울특별시 성동구 성수일로10가길 18 (성수동2가),160,20241116,20241119,3416710,7.47%,http://tong.visitkorea.or.kr/cms/resource/03/3416703_image2_1.png,127.0526342238,37.5484715664
676493f3ad8a746cbcbdf81e,여행가는 가을 문화관광축제 홍보 기획전,서울특별시 강남구 영동대로 513 (삼성동),1000,20241116,20241116,3416329,-0.39%,http://tong.visitkorea.or.kr/cms/resource/14/3416314_image2_1.jpg,127.0592179950,37.5119175967
676493f3ad8a746cbcbdf81f,다붓다붓 전라남도 미디어아트 쇼룸,서울특별시 성동구 성수일로10가길 18 (성수동2가),160,20241106,20241115,3412907,9.64%,http://tong.visitkorea.or.kr/cms/resource/77/3412277_image2_1.png,127.0526342238,37.5484715664
676493f3ad8a746cbcbdf820,한국-싱가포르 시각예술 교류 〈네트워크 디 오븐: 어전시 프로젝트〉,서울특별시 서대문구 홍연길 26 (연희동),140,20241020,20241109,3409455,3.48%,http://tong.visitkorea.or.kr/cms/resource/98/3409198_image2_1.jpg,126.9284975555,37.5752356722
676493f3ad8a746cbcbdf821,Sing Your Wish 드론쇼,서울특별시 광진구 강변북로 2273 (자양동),150,20241115,20241115,3409144,5.65%,http://tong.visitkorea.or.kr/cms/resource/43/3409143_image2_1.jpg,127.0739939307,37.5294186076
676493f3ad8a746cbcbdf822,특명 비밀결사의 단원이 되어라,서울특별시 중랑구 망우로91길 2 (망우동),25,20241109,20241207,3403654,-2.12%,http://tong.visitkorea.or.kr/cms/resource/73/3403373_image2_1.jpg,127.1143993819,37.5990306940
676493f3ad8a746cbcbdf823,매헌시민의숲 가을축제,서울특별시 서초구 매헌로 99 (양재동),15,20241102,20241103,3402911,0.07%,http://tong.visitkorea.or.kr/cms/resource/51/3428551_image2_1.jpg,127.0368379074,37.4691610476
676493f3ad8a746cbcbdf824,"명동스퀘어 오프닝 세레모니 2024 Light Up SEOUL, KOREA",서울특별시 중구 소공로 70 (충무로1가),24,20241101,20250131,3402650,5.02%,http://tong.visitkorea.or.kr/cms/resource/99/3401699_image2_1.jpg,126.9821847125,37.5616521023
676493f3ad8a746cbcbdf825,중구 청소년축제 야호,서울특별시 중구 덕수궁길 15 (서소문동),24,20241102,20241102,3401202,15.27%,http://tong.visitkorea.or.kr/cms/resource/74/3401174_image2_1.jpg,126.9758657534,37.5648655043
676493f3ad8a746cbcbdf826,이머시브아트 기획전시 [The Ethereal World],서울특별시 마포구 동교로22길 14 (서교동),130,20241115,20250202,3401134,4.38%,http://tong.visitkorea.or.kr/cms/resource/90/3411590_image2_1.jpg,126.9188323376,37.5551295032
676493f3ad8a746cbcbdf827,낙원 생활문화축제,서울특별시 종로구 삼일대로 428 (낙원동),23,20241101,20241102,3400753,16.08%,http://tong.visitkorea.or.kr/cms/resource/88/3400688_image2_1.jpg,126.9880310857,37.5728259087
676493f3ad8a746cbcbdf828,제5회 여주인공 페스티벌,서울특별시 종로구 대학로8가길 129 (동숭동),23,20241104,20241215,3395327,5.04%,http://tong.visitkorea.or.kr/cms/resource/38/3394938_image2_1.jpg,127.0035405691,37.5803641996
676493f3ad8a746cbcbdf829,2024 동작 미래과학페스티벌,서울특별시 동작구 노량진로 247 (본동),122,20241026,20241026,3390190,17.28%,http://tong.visitkorea.or.kr/cms/resource/03/3389903_image2_1.jpg,126.9534914781,37.5130461243
676493f3ad8a746cbcbdf82a,언더브릿지 상상게더링,서울특별시 영등포구 영등포로2길 62 (문래동5가),20,20241019,20241019,3390114,6.24%,http://tong.visitkorea.or.kr/cms/resource/03/3390103_image2_1.jpg,126.8819728572,37.5179137245
676493f3ad8a746cbcbdf82b,19금 신비파티 in 서초,서울특별시 서초구 신반포로47길 93 (잠원동),15,20241004,20241025,3389142,9.87%,http://tong.visitkorea.or.kr/cms/resource/36/3389036_image2_1.png,127.0188104891,37.5144860169
676493f3ad8a746cbcbdf82c,서울문학축제,서울특별시 중구 태평로1가,24,20241025,20241026,3387827,18.06%,http://tong.visitkorea.or.kr/cms/resource/99/3423099_image2_1.jpg,126.9776099140,37.5692650243
676493f3ad8a746cbcbdf82d,영등포 선유도원 축제,서울특별시 영등포구 선유로 343 (당산동),20,20241025,20241027,3387201,11.72%,http://tong.visitkorea.or.kr/cms/resource/59/3387159_image2_1.jpg,126.9024425270,37.5422918129
676493f3ad8a746cbcbdf82e,압구정로데오 페스티벌,서울특별시 강남구 도산대로45길 20 (신사동),1000,20241019,20241019,3385983,0.59%,http://tong.visitkorea.or.kr/cms/resource/82/3385982_image2_1.png,127.0356170227,37.5240046579
676493f3ad8a746cbcbdf82f,"서울야외도서관 〈책읽는 성북: 숲, 색을 입히다〉",서울특별시 성북구 화랑로13가길 110-10 (하월곡동),17,20241018,20241103,3384311,7.03%,http://tong.visitkorea.or.kr/cms/resource/30/3384230_image2_1.jpg,127.0409779755,37.6102086262
676493f3ad8a746cbcbdf830,안양천 빛축제,서울특별시 구로구 신도림동,244,20240926,20241026,3384223,1.77%,http://tong.visitkorea.or.kr/cms/resource/13/3384213_image2_1.JPG,126.8767818560,37.5110699828
676493f3ad8a746cbcbdf831,양천가족 거리축제,서울특별시 양천구 신월로 301-1 (신정동),19,20241027,20241027,3384023,6.95%,http://tong.visitkorea.or.kr/cms/resource/90/3383990_image2_1.jpg,126.8544419332,37.5214683762
676493f3ad8a746cbcbdf832,강남역 케미스트릿 페스티벌,서울특별시 서초구 강남대로61길 7 (서초동),15,20241002,20241003,3383832,0.55%,http://tong.visitkorea.or.kr/cms/resource/14/3383814_image2_1.jpg,127.0259658291,37.4990823788
676493f3ad8a746cbcbdf833,서초책있는거리 10월 북캠프,서울특별시 서초구 반포대로 201 (반포동),15,20241025,20241026,3382981,19.98%,http://tong.visitkorea.or.kr/cms/resource/60/3384160_image2_1.jpg,127.0045483736,37.4976821568
676493f3ad8a746cbcbdf834,트레저 성수,서울특별시 성동구 뚝섬로 273 (성수동1가),160,20241009,20241013,3381923,15.76%,http://tong.visitkorea.or.kr/cms/resource/06/3381906_image2_1.jpg,127.0418131384,37.5431247707
676493f3ad8a746cbcbdf835,동대문페스티벌 이동무대,서울특별시 동대문구 천호대로 405 (장안동),141,20241012,20241013,3380650,4.48%,http://tong.visitkorea.or.kr/cms/resource/11/3380611_image2_1.jpg,127.0641966734,37.5620646394
676493f3ad8a746cbcbdf836,오픈하우스서울 2024,서울특별시 용산구 대사관로6가길 59 (한남동),21,20241026,20241103,3380459,12.02%,http://tong.visitkorea.or.kr/cms/resource/25/3383325_image2_1.jpg,127.0014782376,37.5320308897
676493f3ad8a746cbcbdf837,대한민국 김장김치축제,서울특별시 중구 퇴계로34길 28 (필동2가),24,20241016,20241017,3380198,16.25%,http://tong.visitkorea.or.kr/cms/resource/16/3404016_image2_1.jpg,126.9932865315,37.5597775194
676493f3ad8a746cbcbdf838,성동구 구립도서관 북 페스티벌,서울특별시 성동구 성수동1가,160,20241026,20241026,3380161,23.54%,http://tong.visitkorea.or.kr/cms/resource/56/3413656_image2_1.jpg,127.0388022367,37.5454244491
676493f3ad8a746cbcbdf839,대한민국은 공연중,서울특별시 중구 장충단로 59 (장충동2가),24,20241004,20241110,3380134,8.59%,http://tong.visitkorea.or.kr/cms/resource/31/3380131_image2_1.png,127.0000222551,37.5518007890
676493f3ad8a746cbcbdf83a,가락옥토버페스트 캠핑축제,서울특별시 송파구 양재대로 932 (가락동),18,20241010,20241012,3379778,6.99%,http://tong.visitkorea.or.kr/cms/resource/75/3379775_image2_1.jpg,127.1107693087,37.4960786971
676493f3ad8a746cbcbdf83b,광진 생활문화예술축제,서울특별시 광진구 능동로 216 (능동),150,20241101,20241102,3379253,11.22%,http://tong.visitkorea.or.kr/cms/resource/52/3379252_image2_1.jpg,127.0762792676,37.5493552228
676493f3ad8a746cbcbdf83c,한국-캐나다 문학 작가 교류 〈앤솔로지 프로젝트 참여 작가 교류〉,"서울특별시 마포구 양화로 72 (서교동, 서교동 효성 해링턴 타워)",130,20241012,20241013,3378194,6.66%,http://tong.visitkorea.or.kr/cms/resource/90/3378190_image2_1.jpg,126.9167298722,37.5508549625
676493f3ad8a746cbcbdf83d,2024 청와대 뮤직 페스티벌,서울특별시 종로구 청와대로 1 (세종로),23,20241005,20241027,3378168,8.91%,http://tong.visitkorea.or.kr/cms/resource/67/3378167_image2_1.jpg,126.9746792089,37.5839799278
676493f3ad8a746cbcbdf83e,2024 국제선명상대회(SEON MEDITATION SUMMIT),서울특별시 종로구 세종대로 175 (세종로),23,20240927,20241001,3377038,9.03%,http://tong.visitkorea.or.kr/cms/resource/37/3377037_image2_1.jpg,126.9763210635,37.5720618985
676493f3ad8a746cbcbdf83f,한계에 도전하라! BREAK 4!,서울특별시 마포구 망원동,130,20241012,20241012,3376943,16.57%,http://tong.visitkorea.or.kr/cms/resource/12/3376912_image2_1.png,126.8977148626,37.5535543085
676493f3ad8a746cbcbdf840,샤로수길 로컬 in 스테이 페스티벌,서울특별시 관악구 관악로14길 76 (봉천동),123,20241004,20241005,3376240,10.07%,http://tong.visitkorea.or.kr/cms/resource/38/3376238_image2_1.png,126.9566477258,37.4783029934
676493f3ad8a746cbcbdf841,전남 세계 김밥 페스티벌,서울특별시 영등포구 여의동로 330 (여의도동),20,20241101,20241103,3375262,3.23%,http://tong.visitkorea.or.kr/cms/resource/11/3375211_image2_1.jpg,126.9336095794,37.5263997727
676493f3ad8a746cbcbdf842,행복한 현대시장 놀이터,서울특별시 동대문구 전농로4길 1 (답십리동),141,20241011,20241012,3373653,8.95%,http://tong.visitkorea.or.kr/cms/resource/32/3373632_image2_1.jpg,127.0571665906,37.5679860470
676493f3ad8a746cbcbdf843,도시라이프스타일 플리마켓 축제,서울특별시 성북구 성북동1가,17,20240927,20240928,3373601,11.53%,http://tong.visitkorea.or.kr/cms/resource/95/3373595_image2_1.jpg,126.9977990797,37.5925626790
676493f3ad8a746cbcbdf844,두근두근 별길마켓,서울특별시 성북구 삼양로4길 41 (길음동),17,20240929,20240929,3373104,-9.78%,http://tong.visitkorea.or.kr/cms/resource/63/3373063_image2_1.jpg,127.0243073573,37.6072725565
676493f3ad8a746cbcbdf845,청계천에 숨겨진 왕의 보물을 찾아라!,서울특별시 종로구 서린동,23,20240928,20241006,3373015,6.08%,http://tong.visitkorea.or.kr/cms/resource/14/3373014_image2_1.png,126.9787153661,37.5693539226
676493f3ad8a746cbcbdf846,서울 라이프스타일 투어,서울특별시 용산구 이태원로 153 (이태원동),21,20240925,20241110,3372360,7.53%,http://tong.visitkorea.or.kr/cms/resource/46/3372346_image2_1.jpg,126.9910180052,37.5346581754
676493f3ad8a746cbcbdf847,2024년 소상공인의 날 기념행사,서울특별시 종로구 세종로,23,20241105,20241105,3372029,1.84%,http://tong.visitkorea.or.kr/cms/resource/27/3372027_image2_1.jpg,126.9768139473,37.5274532020
676493f3ad8a746cbcbdf848,동작댄싱데이 페스티벌,서울특별시 동작구 노들로 688 (노량진동),122,20241003,20241003,3370427,-4.83%,http://tong.visitkorea.or.kr/cms/resource/25/3374025_image2_1.jpg,126.9401731800,37.5154094998
676493f3ad8a746cbcbdf849,금천청년축제,서울특별시 금천구 시흥대로73길 70 (시흥동),124,20240928,20240928,3370146,-3.23%,http://tong.visitkorea.or.kr/cms/resource/36/3370136_image2_1.png,126.8955205706,37.4564933229
676493f3ad8a746cbcbdf84a,알리다 페스티벌,서울특별시 용산구 양녕로 445 (이촌동),21,20240921,20240921,3369895,10.00%,http://tong.visitkorea.or.kr/cms/resource/89/3369889_image2_1.png,126.9580520415,37.5177178854
676493f3ad8a746cbcbdf84b,연남동 주민화합대축제,"서울특별시 마포구 성미산로23길 54 (연남동, 연남아파트)",130,20241005,20241005,3368863,28.41%,http://tong.visitkorea.or.kr/cms/resource/09/3404209_image2_1.jpg,126.9202152454,37.5657282959
676493f3ad8a746cbcbdf84c,인문문화축제,서울특별시 용산구 서빙고로 137 (용산동6가),21,20240920,20240922,3368651,4.68%,http://tong.visitkorea.or.kr/cms/resource/48/3368648_image2_1.png,126.9791278024,37.5211706397
676493f3ad8a746cbcbdf84d,성북구 사회적경제한마당 모두의 향연,서울특별시 성북구 보문로 168 (삼선동5가),17,20241005,20241005,3368645,3.68%,http://tong.visitkorea.or.kr/cms/resource/22/3412522_image2_1.jpg,127.0167863252,37.5894939323
676493f3ad8a746cbcbdf84e,진도의 날,서울특별시 중구 태평로1가,24,20240928,20240929,3367909,-7.96%,http://tong.visitkorea.or.kr/cms/resource/68/3367868_image2_1.jpg,126.9780432094,37.5692205928
676493f3ad8a746cbcbdf84f,K-웨이브 댄스 페스티벌,서울특별시 서초구 올림픽대로 2085-14 (반포동),15,20241004,20241006,3367338,1.69%,http://tong.visitkorea.or.kr/cms/resource/93/3405793_image2_1.png,126.9965764639,37.5123025381
676493f3ad8a746cbcbdf850,한가위 한음회,서울특별시 중구 퇴계로34길 28 (필동2가),24,20240914,20240914,3366397,-18.09%,http://tong.visitkorea.or.kr/cms/resource/82/3366382_image2_1.png,126.9932865315,37.5597775194
676493f3ad8a746cbcbdf851,청와대 야간개방,서울특별시 종로구 청와대로 1 (세종로),23,20240914,20240918,3364881,-21.53%,http://tong.visitkorea.or.kr/cms/resource/78/3364878_image2_1.jpg,126.9746792089,37.5839799278
676493f3ad8a746cbcbdf852,청와대 팔도유람,서울특별시 종로구 청와대로 1 (세종로),23,20240916,20240918,3364858,-26.72%,http://tong.visitkorea.or.kr/cms/resource/55/3364855_image2_1.png,126.9746792089,37.5839799278
676493f3ad8a746cbcbdf853,2024 서울뷰티트래블위크,서울특별시 성동구 뚝섬로 273 (성수동1가),160,20240923,20240929,3362910,12.60%,http://tong.visitkorea.or.kr/cms/resource/92/3362892_image2_1.jpg,127.0418131384,37.5431247707
676493f3ad8a746cbcbdf854,2024어쓰런 : 커피똥의 부활,서울특별시 마포구 마포나루길 407 (망원동),130,20240928,20240928,3360112,19.82%,http://tong.visitkorea.or.kr/cms/resource/81/3360081_image2_1.jpg,126.8939679181,37.5558400869
676493f3ad8a746cbcbdf855,왔수유 페스타,서울특별시 강북구 수유동,10,20240927,20240928,3360111,8.49%,http://tong.visitkorea.or.kr/cms/resource/68/3360068_image2_1.png,127.0256091071,37.6392188654
676493f3ad8a746cbcbdf856,한국-중국 협업 뮤지컬 〈제시의 일기〉,서울특별시 서대문구 연희맛로 2-3 (연희동),140,20240911,20240913,3360027,9.95%,http://tong.visitkorea.or.kr/cms/resource/08/3360008_image2_1.jpg,126.9285533753,37.5657117800
676493f3ad8a746cbcbdf857,석계역 달빛야행,서울특별시 노원구 월계동,255,20240921,20240921,3359644,5.88%,http://tong.visitkorea.or.kr/cms/resource/30/3368830_image2_1.jpg,127.0642451532,37.6153445600
676493f3ad8a746cbcbdf858,용산청년축제,서울특별시 용산구 서빙고로 221 (용산동6가),21,20240928,20240928,3359144,28.51%,http://tong.visitkorea.or.kr/cms/resource/35/3359135_image2_1.jpg,126.9883603092,37.5206625310
676493f3ad8a746cbcbdf859,한국-태국 협업 연극 <더 리틀 타이거 포 코리아>,서울특별시 서대문구 충정로 7 (충정로3가),140,20240904,20240906,3357716,8.99%,http://tong.visitkorea.or.kr/cms/resource/98/3357698_image2_1.jpg,126.9623226761,37.5601463655
676493f3ad8a746cbcbdf85a,서커스데이,서울특별시 강서구 마곡동로 161 (마곡동),4,20240831,20240901,3357317,1.19%,http://tong.visitkorea.or.kr/cms/resource/40/3387740_image2_1.jpg,126.8360144928,37.5692236076
676493f3ad8a746cbcbdf85b,푸른 하늘의 날 축제 한마당,서울특별시 광진구 능동로 216 (능동),150,20240905,20240905,3356936,0.26%,http://tong.visitkorea.or.kr/cms/resource/93/3356893_image2_1.jpg,127.0762792676,37.5493552228
676493f3ad8a746cbcbdf85c,강북청소년축제 강추,서울특별시 강북구 도봉로76가길 55 (미아동),3,20240928,20240928,3354973,21.40%,http://tong.visitkorea.or.kr/cms/resource/72/3354972_image2_1.png,127.0274174771,37.6321225012
676493f3ad8a746cbcbdf85d,용산 문화유산 야행,서울특별시 용산구 효창원로 177-18 (효창동),21,20240920,20240921,3354966,3.14%,http://tong.visitkorea.or.kr/cms/resource/75/3380075_image2_1.jpg,126.9618926006,37.5445620575
676493f3ad8a746cbcbdf85e,"연화, 설렘의 빛",서울특별시 종로구 효자로13길 45 (효자동),23,20240614,20241231,3354906,-0.45%,http://tong.visitkorea.or.kr/cms/resource/97/3354897_image2_1.png,126.9730738387,37.5825967266
676493f3ad8a746cbcbdf85f,게임 이스포츠 서울,서울특별시 동대문구 경희대로 26 (회기동),141,20240906,20240908,3352940,1.51%,http://tong.visitkorea.or.kr/cms/resource/38/3352938_image2_1.png,117.9925662504,19.6944274800
676493f3ad8a746cbcbdf860,여민락 문화교류축제 통:로,서울특별시 영등포구 여의서로 62 (여의도동),20,20240907,20240908,3351652,-2.39%,http://tong.visitkorea.or.kr/cms/resource/80/3351580_image2_1.jpg,126.9232409242,37.5319183907
676493f3ad8a746cbcbdf861,DDP 디자인&아트,서울특별시 중구 을지로 281 (을지로7가),24,20240829,20240908,3351622,3.67%,http://tong.visitkorea.or.kr/cms/resource/21/3351621_image2_1.jpg,127.0095709797,37.5661076320
676493f3ad8a746cbcbdf862,동대문구 맥주축제,서울특별시 동대문구 장안동,141,20240830,20240831,3351268,3.02%,http://tong.visitkorea.or.kr/cms/resource/62/3351262_image2_1.jpg,127.0753483058,37.5666448642
676493f3ad8a746cbcbdf863,건군 76주년 국군의 날,서울특별시 용산구 두텁바위로 54-99 (용산동2가),21,20241001,20241001,3348515,-7.03%,http://tong.visitkorea.or.kr/cms/resource/14/3348514_image2_1.jpg,126.9798799337,37.5416099454
676493f3ad8a746cbcbdf864,제로플 페스타,서울특별시 광진구 능동로 10 (자양동),150,20240831,20240929,3348418,1.14%,http://tong.visitkorea.or.kr/cms/resource/93/3348393_image2_1.png,127.0667500827,37.5316487745
676493f3ad8a746cbcbdf865,성북거리문화축제 <다다페스타>,서울특별시 성북구 석관동,17,20240928,20240928,3348362,12.50%,http://tong.visitkorea.or.kr/cms/resource/17/3380317_image2_1.jpg,127.0605761839,37.6104117333
676493f3ad8a746cbcbdf866,BEE PLACE <꿀벌의 Bee행 - 꿀벌아 돌아와!>,서울특별시 중구 을지로 지하12 (을지로1가),24,20240819,20240820,3347800,-4.85%,http://tong.visitkorea.or.kr/cms/resource/98/3347798_image2_1.jpg,126.9787960237,37.5655015943
676493f3ad8a746cbcbdf867,한국-캐나다 무용 공동제작 프로젝트 〈BODY (몸)〉,서울특별시 마포구 백범로 35 (신수동),130,20240901,20250307,3345589,0.37%,http://tong.visitkorea.or.kr/cms/resource/78/3345578_image2_1.png,126.9379473591,37.5516830237
676493f3ad8a746cbcbdf868,무비스파크 필름 페스티벌 (Moviespark Film Festival),서울특별시 마포구 동교로22길 14 (서교동),130,20240726,20240912,3343440,-3.66%,http://tong.visitkorea.or.kr/cms/resource/32/3343432_image2_1.jpg,126.9188323376,37.5551295032
676493f3ad8a746cbcbdf869,서울숲 푸른밤 축제 별 헤는 서울숲,서울특별시 성동구 뚝섬로 273 (성수동1가),160,20240817,20240824,3341988,-6.27%,http://tong.visitkorea.or.kr/cms/resource/24/3341924_image2_1.jpg,127.0418131384,37.5431247707
676493f3ad8a746cbcbdf86a,청춘대로,서울특별시 광진구 능동로 216 (능동),150,20240926,20240928,3340159,12.60%,http://tong.visitkorea.or.kr/cms/resource/51/3340151_image2_1.jpg,127.0762792676,37.5493552228
676493f3ad8a746cbcbdf86b,스니커콘 서울 (Sneaker Con SEOUL),서울특별시 성동구 연무장15길 11 (성수동2가),160,20241004,20241006,3338253,9.64%,http://tong.visitkorea.or.kr/cms/resource/52/3338252_image2_1.jpg,127.0594809973,37.5423085165
676493f3ad8a746cbcbdf86c,사와 랑은 물에 산다,서울특별시 종로구 동숭길 74 (동숭동),23,20240724,20240725,3333908,3.09%,http://tong.visitkorea.or.kr/cms/resource/96/3333896_image2_1.png,127.0043182417,37.5815862941
